Ferris Bueller's Day Off,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,3.5,,,,3.5,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,5.0,,,,,,,,,,,2.0,,,4.5,3.5,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,5.0,,3.5,,,4.0,,,,,3.5,,,,,,,,,,4.0,4.0,,,,,,,4.0,,4.0,,,,,,,,4.0,,,4.0,,,4.0,,,,,3.0,5.0,4.0,3.5
"Fifth Element, The",,,,,,,,,,,5.0,2.5,,,,,,4.5,,2.0,,4.0,,4.0,,,,,,,5.0,,,,,,3.5,,,,,,3.0,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,,4.0,3.0,4.0,,,4.0,,,,,3.5,,,,4.0,,,,,2.5,,,,,,,,,5.0,,,,,3.0,,2.0,,4.0,,3.5,,2.5,5.0,,,,,,,,,,,3.5,,,,,,,3.5,,,,,,,2.5,,,3.0,,,,,,3.0,,,3.0,,3.5,4.0,4.0,4.5
Fight Club,5.0,,,,,,0.5,,3.5,4.5,5.0,2.0,3.5,,,,,4.0,,,,5.0,2.0,,3.0,,,5.0,4.5,,,,4.5,5.0,,5.0,5.0,,,,0.5,,4.5,,,,,,,,4.5,,,3.0,,5.0,,,,,,,,,,,,4.0,,,5.0,,,4.5,3.5,2.0,,5.0,4.5,,,,5.0,,,,,,4.0,4.0,,,5.0,,,,,5.0,4.5,4.5,,,,4.5,,,4.0,,4.0,,3.5,5.0,5.0,,4.5,,,,5.0,4.0,4.0,4.0,4.5,,,4.0,,,,,,,,,,5.0,4.5,4.5,5.0,4.0,5.0,,,,,3.5,,4.0,,,4.0,,5.0,5.0
Finding Nemo,,,,,,,3.5,,,,,,3.5,,,,,,,,,5.0,,,3.0,,,,,,,4.0,,4.0,,,4.5,,,,1.0,,,,,,,,,,,,,,,,,,3.5,,,,,,5.0,,,,,,,,,5.0,3.5,3.5,,,,,,,,,,,,,4.0,,,,,,,,,,4.5,4.0,,,,3.5,,,4.0,,,,3.5,4.0,,,,,,,,3.5,4.0,4.0,3.0,,,,,,3.5,,,,,5.0,,5.0,4.0,4.5,,,,,,,,3.5,,3.0,,,4.0,,4.0,4.0
"Firm, The",,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.5,,,,,,,4.0,,3.0,,,,,4.0,,4.0,,,,,,,,,,,,,3.0,,,,4.0,2.5,,,,,,,,3.0,5.0,,,4.0,,,,,,,,,3.0,4.0,,3.0,,,,,,,
Forrest Gump,4.0,,,,5.0,5.0,3.5,5.0,3.5,5.0,2.0,4.5,5.0,,4.5,,,4.0,,,,5.0,4.5,,3.0,4.0,,5.0,,4.0,,4.0,,5.0,3.5,,4.0,,,,3.5,,3.0,,,,4.0,4.0,,5.0,,,,3.0,,,,,,5.0,,,5.0,,,,,,5.0,,4.0,,,4.5,5.0,4.5,,5.0,4.0,,,,5.0,4.5,5.0,,,,4.0,,5.0,,,5.0,,,,4.0,3.5,4.5,,5.0,4.0,,3.5,,5.0,,4.0,,4.5,4.5,,,,,,5.0,,5.0,3.0,3.0,5.0,5.0,,,4.0,,,3.5,,,,,5.0,3.0,4.5,4.0,,5.0,,,4.0,3.0,5.0,5.0,5.0,4.0,,,3.5,5.0,3.0,3.0
Four Weddings and a Funeral,,,,2.0,3.0,,,,,,4.0,,,,,,3.0,0.5,,,,4.0,,,,3.0,,,,,,5.0,,,0.5,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,4.0,,,2.0,,,,,,4.0,,,,,,,,,,4.0,,,,3.0,3.0,,,,,,,,,,,,4.0,,,,,4.0,,,3.0,,4.0,,,2.0,,,,5.0,3.0,
"Fugitive, The",5.0,,,4.0,5.0,,,5.0,,,4.0,,,,,,,,,4.0,,4.0,,,,5.0,,,,,,,,,,4.0,,,,,,,2.0,,,,,3.0,,,,,,,3.5,,3.0,,3.0,,,,4.0,,,,,,,,4.0,,,,3.0,4.0,,,,,,,3.0,,,,,,4.0,,,,,,,5.0,,4.5,,,,,3.0,,4.0,,4.0,,,,,,,,,,,4.0,,,,5.0,3.5,4.0,,,,,,,5.0,,,,5.0,,,,,4.0,,4.5,,5.0,,4.0,5.0,,4.5,,3.5,5.0,3.0,4.5
Full Metal Jacket,5.0,,,,,,,,4.5,4.5,,,,,4.0,,,,2.5,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,4.5,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,5.0,,,4.0,3.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,4.5,,4.5,,,4.0,,,,5.0,,,,,5.0,,,,,,,,,,4.0,3.5,,,,,4.5,,,,,,,,,,4.0,,4.0,4.0,,,,,,,,,,,5.0,3.0,4.5
Ghost,,,,,5.0,2.0,,,,,3.0,,,,,,,,,,,2.0,4.0,,,4.0,,,,,,,,,,4.0,,,,,,,3.0,,,,,4.0,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,3.5,3.0,3.5,,,,,,,,,,,,,,,,,,3.0,,,,,3.5,,,4.0,3.0,,4.0,,3.0,,,,4.5,3.0,,,,,,5.0,,,,3.0,3.5,,,,,,,,4.0,,,,,,,,,5.0,,4.0,5.0,,5.0,,4.0,,5.0,,,4.0,2.5,
Ghostbusters (a.k.a. Ghost Busters),5.0,,,,,,,,,,4.0,3.5,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.5,,,,,,4.0,,,,,,,,,,3.0,,,,,3.0,3.5,4.0,4.0,,,,,,,,,,5.0,,,4.5,3.0,4.0,,,,,,,,,,,,,2.5,,,,,,,,,5.0,4.0,,,5.0,,3.5,4.5,,5.0,,3.5,,,5.0,,,5.0,,,,,,,4.5,4.0,,,,,,,4.0,,4.0,,,,,,3.5,,,,,5.0,,,4.0,,,4.0,,,5.0,3.0,5.0
Gladiator,5.0,4.0,,,,1.5,4.0,,,,3.0,2.5,4.0,5.0,5.0,,,,,,,5.0,,,,,,4.5,,,,,,,,2.0,5.0,,,,,,5.0,,,,,,4.0,,,,4.0,,5.0,,,4.0,,,,,,,,,,2.0,,,,,,4.0,2.0,3.5,,,,,,,3.0,,,,4.0,,5.0,,,,,,,,,4.0,4.5,4.0,,,3.0,,,,4.0,,,,4.5,3.5,4.5,,,,,,5.0,4.0,,3.0,4.5,,5.0,,,,3.0,,,,,,,,,,,,,5.0,,,,4.5,,5.0,4.5,,3.0,,4.25,5.0
"Godfather, The",,,,,,,,,2.5,5.0,,2.5,3.0,,4.5,,,,,4.0,,5.0,,,4.0,,5.0,5.0,,5.0,,1.5,,,,4.0,2.5,,,,1.0,,5.0,,,3.0,5.0,,,,,,,4.5,,4.0,,,,4.0,,4.0,,,,,,,,,,,,5.0,,4.0,,,,,,,5.0,,3.5,2.0,,,4.5,,,,5.0,,3.0,,,,5.0,5.0,5.0,5.0,5.0,,4.0,,4.0,,,,4.0,5.0,5.0,,,,,,,,,5.0,5.0,,5.0,4.0,,,,2.0,,,,,,,,,5.0,,5.0,3.0,,,,5.0,,5.0,4.0,,3.5,5.0,5.0,5.0
"Godfather: Part II, The",,,,,,,,,,4.5,,2.5,,,,,,,,5.0,,4.0,,,,,,5.0,,,5.0,,,,,,,,,,,,5.0,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,,,,,,4.0,,,,4.5,,,,5.0,,,,,,5.0,5.0,,4.0,4.0,,4.5,,5.0,,,,4.0,,5.0,,,,,,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,5.0,,,3.0,,,,5.0,,4.0,,,3.0,5.0,4.5,5.0
GoldenEye,,,,,3.0,,,3.0,,,2.0,5.0,,,,4.0,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,3.0,,3.0,,,4.0,,,,2.0,,,,,,2.0,,,,,,,,,,,3.5,3.0,3.5,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,3.0,,4.5,,5.0,,,,,3.5,,,4.5,,,,,,,,4.0,4.0,,,,,,4.0,4.0,,,,4.0,,,,,,,,,3.0,,3.5,3.0,,,,,3.0,4.0,
Good Will Hunting,,4.5,,,,,,4.0,3.5,,,3.5,,,,,,,3.0,,,5.0,,,,,,5.0,,4.5,,,,4.0,,,3.5,,,,4.0,,,,4.0,,,,,,,,,,,,,,3.5,,,2.0,,,,,,,,,,,,4.5,3.5,,,5.0,3.0,,,,5.0,,,,,,,,,,,,,,,4.5,5.0,,,5.0,,,,,,,,,4.5,4.5,,,,,,,,,,3.5,5.0,,,3.0,,,3.5,,,,,,,,4.5,4.0,4.0,,,5.0,,,,,,3.0,,,4.0,5.0,4.5,
Goodfellas,5.0,,,,,,,,3.5,4.5,,,,,4.0,,,,,4.0,,5.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,5.0,,,,4.5,,,,,,,,,,,,,,,,,,,,5.0,,,4.5,4.0,,,,,,,,4.0,,4.5,,,,4.5,,,,4.5,,,,,,5.0,4.0,,,4.0,,,,5.0,,,,,4.5,,,,,,,,,,3.5,4.0,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,4.0,,,,,,,4.5,5.0
"Green Mile, The",5.0,,,,,,,,,4.5,,,,,,,,,,,,5.0,5.0,,,,,5.0,4.5,2.5,,,,,5.0,,3.5,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,4.0,3.0,4.5,,,,,,,4.0,4.0,,,,,5.0,,5.0,,,,,,,4.0,4.0,4.0,,,4.0,,,,,,4.5,,4.0,4.5,,,,,,,,,,4.0,4.5,,,,,,,4.0,,5.0,,,,,4.0,,,5.0,,4.0,,,,4.5,,,,,3.5,,4.0,2.5
Groundhog Day,4.0,,,,,,,,,,4.0,3.5,,,,2.0,,,,,,3.0,2.0,,,,,4.0,,,,4.0,,,,5.0,3.5,,,5.0,,,2.0,,,,,,,,,,5.0,,,,,4.0,3.5,5.0,,,,,,,,,,,4.0,,,4.5,4.5,,,,,,,,,4.0,,,,,5.0,,5.0,,,,,,,4.0,4.5,,,4.0,,,4.0,,5.0,,,,,5.0,,,,,,,,,,3.0,3.0,,,,3.0,,3.0,5.0,,,,3.5,,5.0,,,,4.0,,4.5,,,,4.0,,2.5,,,3.0,5.0,3.5,4.5
Happy Gilmore,,,,,4.0,,,,,,2.0,,,,,,,,,,4.0,5.0,,,,,,,,,,,,3.5,4.0,,3.5,,,5.0,,,,,,,,,,,,,,,3.5,,,2.0,,,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,3.5,,,,,,,2.0,3.0,,,,4.0,,,,,,3.0,,,,,3.0,,5.0,,,,,,3.5,,,,,,5.0,3.0,
Harry Potter and the Chamber of Secrets,,,,,,4.5,,,,,,4.0,0.5,,,,,,,,,,,,2.5,,,4.5,,,3.0,4.5,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.5,,,,,,,,3.0,,,,,2.5,,,,,,,,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,5.0,,4.5,3.5,,,,,,3.5,,,,,,,,4.0,3.5,,,,,,,,3.5,,2.0,,,,,3.0,4.0
Harry Potter and the Prisoner of Azkaban,,,,,,2.5,,,,,,4.0,,,,,,,,,,,,,3.0,,,4.5,,,,4.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,3.5,4.0,,,,,,,,3.0,,,,,2.5,,,,,,,,,,4.5,,,,,,,,3.0,,,,,,,,,,,,,4.5,,5.0,4.5,,,,,,3.5,,,,,,,,4.0,,,,,5.0,,,,4.0,,3.5,,,,,4.0,4.5
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),,,,,,4.0,,,,,,4.0,,,,,,,,,,4.0,,,2.5,,,4.5,,,,4.5,,4.0,,4.0,3.0,,,,3.0,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,3.5,4.0,,,,,,,,3.0,,,,,2.5,,,,,,,,,,3.5,,,,,,4.5,,3.0,,,,,2.5,,,,,,,,5.0,,4.5,3.5,,,,,,3.5,,,5.0,,,,,,3.5,,,,,,,,3.5,,2.0,,,3.5,,3.0,4.0
Heat,4.0,,,,4.0,,,5.0,,,,,,,,,3.0,,,,3.0,4.0,,,,,,4.5,,,,,,,4.5,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,5.0,4.0,,,,5.0,4.0,,,,,,,4.0,,,,4.0,,,4.0,,,,5.0,,,,,4.0,,,,,,,,,,3.0,4.0,,,,,,,,4.0,,,,,,,,5.0,,,,,5.0,,3.5,3.0,,,,,3.0,,5.0
Home Alone,,,,,,,,,,,3.0,2.5,,,,,,,,,,3.0,,,,,,4.0,,,,3.0,,,,,,,,,2.5,,,,,,,3.0,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,5.0,,,3.0,,,,,4.0,,,,,,2.0,,4.0,,,,,3.0,,,,,,,,,,2.0,4.0,,,,,,1.0,4.0,3.0,,,,1.0,,,,,4.0,,,,,3.0,3.0,4.0,,5.0,,,,1.0,
Inception,,4.0,,,,,,,3.0,4.5,,3.5,,5.0,,,,,,,,,,,2.5,,,5.0,4.5,,,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,4.5,,,,,4.5,,3.0,,5.0,4.0,,,,4.0,4.0,,,,,5.0,,,,5.0,,,,,,4.0,4.0,,,,,4.0,,5.0,,,,4.5,,4.5,,,,,,,4.0,4.0,,,,,2.0,,,3.5,,,,,,,,4.0,,,,4.0,,,,,,,,,,4.0,,,4.0
"Incredibles, The",,,,,,4.0,2.5,,,,,3.5,4.0,,,,,,,,,,,,3.0,,,4.5,,,,4.0,,1.0,,,4.5,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,4.5,,,,,,,,,5.0,4.0,3.5,,,,,,,2.0,,,,,,4.0,,,,,,,,,,4.0,4.0,,,,4.0,3.5,,4.0,,,,,4.5,,,,,,,,3.5,3.5,4.0,3.5,,,,,,4.0,4.0,,,,4.5,,,,,,,,,,,,4.0,,3.0,,,4.0,,4.0,5.0
Independence Day (a.k.a. ID4),3.0,,,,5.0,4.5,,4.0,,4.0,,3.5,,,4.0,4.0,3.0,3.0,,,3.0,3.0,,3.5,,5.0,,,,,,4.0,,,5.0,3.0,3.0,,4.0,3.0,0.5,,1.0,,,,,,,,,,4.0,,,,,,3.5,,,,5.0,,,,4.5,,,4.0,,,4.0,3.5,1.0,4.5,,,,,,,,4.0,,,,5.0,,,,,,,,,,,4.0,,5.0,,2.0,,4.0,,4.0,,,,1.5,2.5,,,,,,,,,,4.0,3.0,,,,,,,,3.0,4.0,4.0,,,,,3.0,,4.0,,,,,5.0,4.0,5.0,2.5,4.5,4.0,,1.0,3.0,3.5
Indiana Jones and the Last Crusade,5.0,,,,,,,,,4.0,5.0,4.0,,,,,,,,5.0,,5.0,,,3.0,,,4.5,,,3.5,,,,,4.0,2.5,,,,,,3.0,,,5.0,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,5.0,,,,5.0,4.5,,,,,,,,,,,,,4.0,,,,,,,,,4.5,3.5,,,,2.0,4.0,4.0,,5.0,,,,,4.5,,,,,,,,,,4.0,5.0,,5.0,,,,,4.0,5.0,4.0,,,,,3.0,,,,,4.0,,,,4.0,,,,,3.5,5.0,4.0,4.5
Indiana Jones and the Temple of Doom,5.0,,,,,,,,,,3.0,4.0,,,,,,,,,,4.5,,5.0,,,,4.5,,,4.5,,,,,4.0,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,4.0,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,3.5,4.0,,,,2.0,4.0,4.5,,5.0,,,,,4.5,,,,,,,,,,2.0,5.0,,,,,,,3.0,,5.0,,,,,,3.5,,4.0,,,,,,3.5,,,,,,3.0,3.0,
Interview with the Vampire: The Vampire Chronicles,,,,3.0,3.0,,,,,,3.0,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,4.5,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,1.5,,,,,,3.5,,,,,,,,,,,,3.0,,3.0,,,4.0,,,,,3.5,,,,,,,4.5,,,,,,,3.0,,,,,3.5,1.0,,,,,,4.0,3.0,,,,4.0,,,,,,,,,2.0,,,4.0,,0.5,,,,3.0,
Iron Man,,,,,,,,,,,,4.0,0.5,4.0,,,,,,,,,,,,,,3.5,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,3.5,4.0,4.5,,,,,,,3.0,3.5,,,,,3.5,,4.5,,,,,,,,,,,,,,,,5.0,,,,4.5,4.0,,,,,,,,4.0,,,,,,,,,3.0,5.0,,,,,,,4.0,,,,,5.0,,,,3.5,,,,,3.5,,,4.0
Jumanji,,,,,4.0,,,,,,3.0,3.5,,,,,,,,,,,,,,,,4.0,,,,3.0,,,1.5,3.0,,,,,2.0,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.5,,,,,,,,,,,,4.0,,,3.0,,,,,,,,5.0,,,,4.0,2.5,,,,,,,,,,3.0,3.0,,,2.5,,,,,,4.0,,,,,,,,,,4.0,,,,2.5,4.0,,4.0,,,,2.0,
Jurassic Park,4.0,,,,5.0,5.0,,4.0,,4.5,2.0,4.0,,,,,,,,,,4.0,,,,4.0,,,,,3.5,,,2.5,5.0,5.0,3.0,,,,,,2.0,,,4.0,,3.0,,4.0,,,4.0,2.0,,,,,3.5,,,,4.0,,,,,,,4.0,4.0,,,4.0,2.0,4.0,,,,3.5,,,,4.0,,,,,4.0,,,,,3.0,,,3.0,,4.0,,,,4.0,,4.0,,5.0,,3.5,,4.5,5.0,,,,,,3.0,2.0,,,4.5,5.0,,3.0,,4.0,,,,4.0,5.0,,,5.0,,,,,4.0,,,,3.0,,4.0,5.0,,5.0,,,5.0,3.0,5.0
Kill Bill: Vol. 1,,4.0,,,,,,,,,,1.5,4.0,,,,,5.0,,,,,,,3.5,,,5.0,,,,,,3.5,,,3.0,,,,,,,,,,,,,,,,,,,4.5,,,3.5,,,,,,,,3.5,4.5,3.5,,,,,3.0,4.0,,,,,,,4.0,5.0,3.0,,,,,,,,,,,,,,,,4.5,,,,4.0,,,4.0,,4.0,,2.5,4.0,4.5,,,,4.5,,,3.5,,4.0,4.0,,,,,,3.0,,,,,,,,0.5,,,,,,,,,4.0,,,,,3.5,,4.0,4.5
Kill Bill: Vol. 2,,,,,,,,,,,,1.5,5.0,,,,,4.5,,,,,,,3.5,,,5.0,,,,,,3.0,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,3.5,4.0,,,,,,,3.5,3.0,,,,,,,,,,,,,,,3.5,,4.5,,,,3.5,,,3.0,,3.5,,2.5,4.5,5.0,,5.0,,,,,3.5,,4.5,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,3.5,,4.0,4.5
L.A. Confidential,5.0,,,,,3.0,,,3.5,,4.0,,,,5.0,,,,4.5,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,,4.5,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,4.5,,3.0,,,,,,4.0,,,,,,5.0,,,,,,,,,,,4.0,,,4.0,,,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.5,,,,,,,,3.5,,4.0,,,,5.0,3.0,
"Lion King, The",,,,3.0,5.0,,,,,,3.0,4.0,,,,,,,,4.0,,5.0,,,,4.0,,,,,,4.0,,3.5,,,4.0,,,,3.0,,5.0,,,,,3.0,,,,4.0,4.0,,5.0,,,3.0,,,,,5.0,,5.0,,,,,,,,,,3.0,4.5,,,,,,,,4.5,,,,,4.0,,,,,4.0,,4.0,,,3.5,,,,,,,,5.0,,4.5,,5.0,,,,,,,3.0,,,,4.5,3.5,,,,3.0,,4.0,,,4.0,,,3.0,5.0,,,,,,,,3.0,,4.5,5.0,3.5,5.0,,4.0,,3.5,
"Lord of the Rings: The Fellowship of the Ring, The",,,,,,4.5,4.0,,3.5,4.5,,1.5,1.0,5.0,,,,,,,,5.0,,,,,,5.0,3.5,,,3.0,,,5.0,5.0,4.0,,,,,,2.0,,,,,,,,4.5,,5.0,,,4.0,,,,,,,,,,,,,,,,2.0,,,5.0,3.5,,,,,,,,4.0,,,,,3.5,,,,5.0,,,,,3.5,,5.0,,,,4.5,4.5,,5.0,,4.5,,3.5,5.0,,,5.0,,,,,4.0,,5.0,3.5,,,2.0,,,5.0,4.0,,,,,,,2.0,,,,,5.0,,,,4.5,,4.5,,,4.0,,4.5,5.0
"Lord of the Rings: The Return of the King, The",,,,,,4.0,4.0,,3.5,4.5,,1.5,1.0,5.0,,,,,,,,,,,,,,5.0,4.0,,,,,,5.0,,4.0,,,,,,5.0,,,,,,,,,,,4.0,,,,,3.5,,,,,,,,,,,,,,,,4.0,3.5,,,,,,,,3.5,,,,,4.0,,,,,,,,,3.5,3.5,5.0,,,,4.5,4.0,,5.0,,4.5,,4.0,5.0,,,5.0,,,,,4.0,,5.0,4.0,,,2.0,,,5.0,4.0,,,,,,,2.0,5.0,,,,5.0,,,,4.5,,4.5,,,3.5,,4.0,5.0
"Lord of the Rings: The Two Towers, The",,,,,,4.5,4.0,,3.5,5.0,,2.0,,5.0,,,,1.0,,,,,,,,,,5.0,,,4.5,4.0,,,5.0,,3.5,,,,,,1.5,,,5.0,,,,,,4.0,,,3.0,,,,,,,3.0,,,,,,,,,,,,,3.5,3.5,,,,,,3.0,,3.5,,,,,4.0,,,,5.0,,,,,3.5,,5.0,,,,4.5,3.5,,5.0,,4.5,,4.0,5.0,,,,,,,,4.0,,5.0,4.5,,,2.0,,,5.0,3.5,,,,,,,2.0,,,,,5.0,,,,5.0,,4.0,,,3.5,,4.5,5.0
Léon: The Professional (a.k.a. The Professional) (Léon),,,,,3.0,,,,4.0,3.5,4.0,3.0,,,,,,,,,,,,,,5.0,,5.0,,,4.5,4.0,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,4.5,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,3.5,,,,,,,,,,,,5.0,,,,4.5,,,4.0,3.5,,,5.0,,,,3.5,4.5,,,,,,,,,,3.5,4.5,,,,,,,,,,,,3.0,,4.5,,4.0,5.0,,,,,,,4.0,,,,,,4.0,5.0
"Mask, The",4.0,,,4.0,4.0,,,,,,4.0,3.0,,,,,,,,,,4.0,,,,4.0,,,,,,3.0,,,,4.0,2.5,,,,,,5.0,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,3.0,,,,2.0,2.5,,,,,,2.5,,,,,,,,,,,,4.0,,3.0,3.0,,,4.0,,,3.0,3.5,,,5.0,,,,2.5,2.0,,,,,,3.0,,,,1.0,4.0,,2.0,,,,3.5,,5.0,,,,2.0,,,,,3.0,,,,1.0,,3.0,4.0,,4.0,,3.0,,2.0,3.5
"Matrix Reloaded, The",,,,,,4.0,,,,,,3.5,,,,,,,,,,5.0,,,,,,5.0,,,4.0,,,1.0,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,4.0,,4.0,,,,3.5,3.5,,4.0,,,,4.0,2.0,,,,,,,,,,3.0,2.5,,,,,,2.5,3.5,,,,,,,4.0,,,,,4.0,,,,3.0,,,,,3.0,,5.0,4.0
"Matrix, The",5.0,,,,,,0.5,,3.5,5.0,4.0,4.0,,5.0,,,,3.0,,5.0,,5.0,,5.0,2.5,,,5.0,,,5.0,,4.0,0.5,5.0,5.0,3.5,,,,0.5,,4.0,,,4.0,,,,,3.5,,3.0,,5.0,4.5,5.0,,3.5,,,5.0,,,,,4.5,,4.0,5.0,5.0,4.0,,5.0,3.0,4.0,,4.5,4.0,5.0,,4.5,4.0,3.5,,,,,,,5.0,,,,,,,4.0,,4.5,,,4.0,4.0,3.5,,4.5,,4.5,,3.5,5.0,,,5.0,,,,,4.0,3.5,4.5,5.0,,5.0,2.5,,,3.5,5.0,,,,,,5.0,4.0,4.5,3.5,5.0,,5.0,4.0,,,4.0,,2.5,5.0,,4.0,,5.0,5.0
Memento,,,,,,,,,4.5,4.0,,,3.0,,,,,4.5,,,,,,,3.0,,,,4.0,,,4.0,,3.5,,5.0,3.0,,,,4.0,,,,,,,,,,,5.0,,,,4.5,,,4.0,,,,,,,,,4.0,,,,,,4.5,4.5,,,,,,,,,4.0,4.5,,,,4.5,,1.5,,5.0,,,,,5.0,,,,,,3.5,5.0,,5.0,,,,3.5,5.0,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,5.0,3.0,,,,,,,,,3.5,,,,,4.5,,4.5,5.0
Men in Black (a.k.a. MIB),3.0,,,,,,,,,,2.0,4.5,,,,,,2.5,,,,3.0,1.5,5.0,2.5,,,3.0,,,,3.0,,3.0,,4.0,3.5,,,,0.5,,2.0,,,,,,3.5,,,,4.0,,,,,,,,,,,,,,,,,3.0,3.0,4.0,,4.0,4.0,4.0,,,,5.0,,,,4.0,,,,,2.0,,,,,,,,4.0,,3.5,,,4.0,3.0,,4.0,,5.0,,3.5,,,3.5,,,,,,,,,,4.5,3.5,,,,4.0,,,5.0,,,,,,5.0,,,,2.0,,5.0,4.0,,,3.5,,1.5,4.5,,,3.0,3.5,
Minority Report,,,,,,4.0,,,,,,4.5,,,,,,,,,,4.0,,4.5,,,,4.0,,,4.0,,,2.0,,,4.0,,,,,,4.5,,,4.0,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,4.0,4.0,4.0,,,,3.5,,3.5,,,,,,,5.0,,,,,,,,,3.5,4.0,,,,,,5.0,,4.0,,,,4.0,3.0,,,,,,,,,,4.5,,,,,,,,3.5,,,,,,,4.0,,,,,4.0,,,,3.0,,,,,3.5,,4.5,4.0
Mission: Impossible,3.0,,,,,4.0,,4.0,,,3.0,4.5,,,,5.0,3.0,,,,3.0,4.0,,,,5.0,,,,,,,,,,4.0,,,4.0,3.0,,,1.0,,,,,,,,,,4.0,,,,,2.0,,,,,3.0,,,,,,,,,,,3.0,1.0,,,,,,,,,3.0,,,,5.0,4.0,,,,,,3.0,,,,,,3.0,,3.0,,5.0,,4.0,,,,4.0,4.0,,,,,,,,,,3.5,3.0,,,,,,,,3.0,,3.0,,5.0,,4.0,,,,,,,,,3.5,4.0,3.0,5.0,,,4.0,3.5,
"Monsters, Inc.",,,,,,4.0,,,,,,3.5,3.5,,,,,,,,,5.0,,5.0,3.0,,,,,,,4.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,3.5,,,4.0,,,,,,,,,,,,,,,4.5,4.5,4.0,,,,,,,,3.5,,,,,4.0,,,,,,,,,,4.0,,,,,,,,5.0,,3.0,,4.0,4.5,,,,,,,,,4.0,3.0,2.5,,,,,,3.5,4.0,,,,4.5,,5.0,,,,,,5.0,,,,,,,,,3.5,,4.0,4.0
